Date,Location,Operator,Type,Aboard,Fatalities,Ground,Operator_Category,Month,Year
1974-02-09,"Near Souda, Crete",Military - West German Air Force,Transall C-160D,40.0,35.0,0.0,military,2,1974
1974-02-10,AtlantiOcean,North Cay Air - Air Taxi,Brittonnorman BN-2A6,2.0,2.0,0.0,commercial,2,1974
1974-02-22,"Baltimore, Maryland",Delta Air Lines,MDonnell Dougals DC-9,15.0,1.0,0.0,commercial,2,1974
1974-02-28,"Near Mehrabad, Iran",Military - Imperial Iranian Air Force,Lockheed C-130E Hercules,10.0,10.0,0.0,military,2,1974
1974-03-08,"Hanoi, Vietnam",Pathet Lao Airlines,Antonov An-24,18.0,18.0,0.0,commercial,3,1974
1974-03-11,"Carson City, Nevada",Executive Air - Air Taxi,Robertson 414,4.0,4.0,0.0,commercial,3,1974
1974-03-13,"Bishop, California",Sierra PacifiAirlines,Convair CV-440,36.0,36.0,0.0,other,3,1974
1974-03-15,"Tehran, Iran",Sterling Airways,Aerospatiale Caravelle 10B3,96.0,15.0,0.0,commercial,3,1974
1974-04-04,"Francistown, Botswana",Wenela Air Services,Douglas DC-4,84.0,78.0,0.0,commercial,4,1974
1974-04-11,"Hilo Island, Hawaii",Island Air,Beechcraft H18S,11.0,11.0,0.0,commercial,4,1974
1974-04-24,"Tashkent, Uzbekistan",Aeroflot,Ilyushin IL-18E,115.0,1.0,0.0,other,4,1974
1974-04-30,"Galveston, Texas",Houston Metro Airlines,Beechcraft 99,12.0,6.0,0.0,commercial,4,1974
1974-05-02,"Banos, Ecuador",Aero Taxis Equatorianos,Douglas C-47,24.0,22.0,0.0,other,5,1974
1974-05-23,"Springfield, Illinois",Saturn Airways,Lockheed L-100-30 Hercules,3.0,3.0,0.0,commercial,5,1974
1974-05-23,"Kiev, Ukraine, USSR",Aeroflot,Yakovlev YAK-40,29.0,29.0,0.0,other,5,1974
1974-05-31,"Rankin Inlet, Canada",Lambair,Bristol 170 Freighter 31E,2.0,2.0,0.0,other,5,1974
1974-06-08,"Monte San Isidro,  Colombia",Aerolineas TAO,Vickers Viscount 785D,44.0,44.0,0.0,other,6,1974
1974-06-27,"Battambang, Khmer Republic",Cambodia Air,Boeing 307B-1 Stratoliner,39.0,19.0,0.0,commercial,6,1974
1974-06-30,"Umiat, Alaska",Alaska Helicopter - Air Taxi,Fairchild Hiller FH1100,5.0,5.0,0.0,commercial,6,1974
1974-07-24,"Bogota, Colombia",Aeronorte Colombia,Douglas DC-4,3.0,3.0,0.0,other,7,1974
1974-07-27,"Near MoHoa, Vietnam",Air Amercia,Fairchild C-123K,5.0,5.0,0.0,commercial,7,1974
1974-08-05,"Mt. Apica, Canada",Laurentian Air Services,Douglas DC-3,11.0,5.0,0.0,commercial,8,1974
1974-08-09,"Diemas, Syria",Military - Canadian Air Force,de Havilland Canada DHC-5 Buffalo,9.0,9.0,0.0,military,8,1974
1974-08-11,"Near Ouagadougou, Upper Volta",Air  Mali,Ilyushin IL-18B,60.0,47.0,0.0,commercial,8,1974
1974-08-12,"Cali, Colombia",AVIANCA,Douglas C-47-DL,27.0,27.0,0.0,other,8,1974
1974-08-13,"Anaktuvuk, Alaska",MerriAviation - Air Taxi,de Havilland DHC-2,4.0,4.0,0.0,commercial,8,1974
1974-08-14,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,Vickers Viscount 749,49.0,48.0,0.0,other,8,1974
1974-08-18,"Near La Paz, Bolivia",Military - U.S. Air Force,Lockheed C-141A,7.0,7.0,0.0,military,8,1974
1974-08-18,"Near Kisangani, Zaire",Military - Zairean Air Force,Lockheed C-130H,31.0,31.0,0.0,military,8,1974
1974-09-07,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,Fokker F-27 Friendship 600,39.0,35.0,0.0,commercial,9,1974
1974-09-08,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,Boeing B-707-331B,88.0,88.0,0.0,commercial,9,1974
1974-09-11,"Near Charlotte, North Carolina",Eastern Air Lines,McDonnell Douglas DC-9-31,82.0,70.0,0.0,commercial,9,1974
1974-09-15,"Phan Rang, Vietnam",Air Vietnam (South Vietnam),Boeing B-727-121C,75.0,75.0,0.0,commercial,9,1974
1974-09-19,"Riverside, California",Riverside Air,Piper PA-32,5.0,5.0,0.0,commercial,9,1974
1974-09-22,"Fairbanks, Alaska",Frontier Flying Service - Air Taxi,Cessna 185,2.0,2.0,0.0,commercial,9,1974
1974-10-01,"Lupine, Alaska",Winship Air Service,Volpar 18,6.0,6.0,0.0,commercial,10,1974
1974-10-02,"Off Saint Thomas, U.S. Virgin Islands",North Cay Airways,Britten-Norman BN-2A Islander,2.0,2.0,0.0,commercial,10,1974
1974-10-09,"Medfra, Alaska",Evergreen Helicopter - Air Taxi,Bell 205A,3.0,3.0,0.0,commercial,10,1974
1974-10-10,"Cairo, Egypt",EgyptAir,Tupolev Tu-154,6.0,6.0,0.0,other,10,1974
1974-10-13,Formosa Strait,Military - U.S. Air Force,Lockheed WC-130H Hercules,6.0,6.0,0.0,military,10,1974
1974-10-17,"Kassan, Alaska",Webber Airlines -Air Taxi,de Havilland DHC-2,8.0,5.0,0.0,commercial,10,1974
1974-10-19,"Calapan, Philippines",Mabuhay Airways,Douglas DC-3,8.0,1.0,0.0,commercial,10,1974
1974-10-22,"Fort Apache, Arizona",Deming Flying Service - Air Taxi,Cessna 172M,2.0,2.0,0.0,commercial,10,1974
1974-10-24,"Blair, Oklahoma",AltusFlying Service - Air Taxi,Piper PA-31,4.0,2.0,0.0,commercial,10,1974
1974-10-24,"Chicao, Illinois",Henry Nichols - Air Taxi,Cessna 337D,3.0,2.0,0.0,commercial,10,1974
1975-11-09,"Willow, Alaska",Willow Air Service - Air Taxi,Piper PA-18,3.0,3.0,0.0,commercial,11,1975
1974-10-27,"Old Man's Camp, Alaska",Alaska International Air,Lockheed L-100 Hercules,4.0,4.0,0.0,commercial,10,1974
1974-10-28,"Pagosa Springs, Colorado",Hlavka Aviation - Air Taxi,Beechcraft 95-B55,2.0,2.0,0.0,commercial,10,1974
1974-10-30,"Rae Point, Northwest Territories, Canada",Pan ArctiOil,Lockheed 188PF Electra,34.0,32.0,0.0,other,10,1974
1974-11-15,"Hoonah, Alaska",Southeast Sky - Air Taxi,de Havilland DHC-2,4.0,4.0,0.0,commercial,11,1974
1974-11-15,"Manila, Philippines",Orient Air System and Integrated Services,Douglas C-47A-30,8.0,1.0,0.0,commercial,11,1974
1974-11-20,"Soddu, Ethiopia",Ethiopian Airlines,Douglas DC-3,24.0,2.0,0.0,commercial,11,1974
1974-12-01,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,Boeing B-727-251,3.0,3.0,0.0,commercial,12,1974
1974-12-01,"Near Berryville, Virginia",Trans World Airlines,Boeing B-727-231,92.0,92.0,0.0,commercial,12,1974
1974-12-04,"Near Maskeliya, Sri Lanka",Martinair Holland NV,McDonnell Douglas DC-8-55F,191.0,191.0,0.0,other,12,1974
1974-12-11,"Near Old Harbors, Alaska",Kodiak Airways,Grumman G-21,5.0,5.0,0.0,commercial,12,1974
1974-12-12,"Near MoHoa, South Vietnam",Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter),54.0,54.0,0.0,military,12,1974
1974-12-14,"Bukhara, Uzbekistan",Aeroflot,Yakovlev 40,7.0,7.0,0.0,other,12,1974
1974-12-22,"Maturin, Venezuela",Aerovias Venezolanas SA (Venezuela),McDonnell Douglas DC-9-14,77.0,77.0,0.0,other,12,1974
1974-12-26,"Riverton Heights, Washingon",Harbor Airlines - Air Taxi,Brittonorman BN-2A,6.0,4.0,0.0,commercial,12,1974
1975-01-03,"Moscow, Russia",Aeroflot,Tupolev TU-124,61.0,61.0,0.0,other,1,1975
1975-01-08,"Near Doncello, Colombia",SATENA,Douglas DC-3,21.0,21.0,0.0,other,1,1975
1975-01-09,"Whittier, California",Golden West Airlines / Private,de Hav Can. DHC-6 Tw Otter 100/ Cessna,14.0,14.0,0.0,commercial,1,1975
1975-01-13,"Juneau, Alaska",Channel Flying Service - Air Taxi,de Havilland DHC-2,5.0,5.0,0.0,commercial,1,1975
1975-01-15,"Budapest, Hunary",Malev Hungarian Airlines,Ilyushin IL-18V,9.0,9.0,0.0,commercial,1,1975
1975-01-16,"Sam Neva, Laos",Aeroflot,Antonov AN-12,16.0,16.0,0.0,other,1,1975
1975-01-30,"Istanbul, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,42.0,42.0,0.0,commercial,1,1975
1975-01-30,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,Douglas DC-3-313,30.0,1.0,0.0,other,1,1975
1975-02-01,"Valdez, Alaska",Kenai Air Service - Air Taxi,Piper PA-31,2.0,2.0,0.0,commercial,2,1975
1975-02-01,"Houston, Texas",Horizon Properties,Douglas DC-3C,16.0,5.0,0.0,other,2,1975
1975-02-03,"Manila, Philippines",Philippine Air Lines,Hawker Siddeley HS-748 2,33.0,32.0,0.0,commercial,2,1975
1975-02-09,"Souda, Crete",Military - Deutsche Luftwaffe,Transall C-160,40.0,40.0,0.0,military,2,1975
1975-02-16,"Fairbanks, Alaska",PacifiAlaska Airlines,Douglas DC-6BF,3.0,3.0,0.0,commercial,2,1975
1975-02-22,"Medellin, Colombia",Aerocondor,Canadair CL-44,5.0,5.0,0.0,other,2,1975
1975-02-27,"Near Sao Paulo, Brazil",VASP,Embraer 110C Bandeirante,15.0,15.0,0.0,other,2,1975
1975-03-05,"Waterford, Wisconsin",Burlington Air - Air Taxi,Beechcraft 95,4.0,2.0,0.0,commercial,3,1975
1975-03-12,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-4,26.0,26.0,0.0,commercial,3,1975
1975-03-16,"Near Barito, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 400M,55.0,55.0,0.0,military,3,1975
1975-03-18,"Singa, Sudan",Sudan Airways,de Havilland Canada DHC-6 Twin Otter 100,6.0,5.0,0.0,commercial,3,1975
1975-03-20,"Near Quilcene, Washington",Military - U.S. Air Force,Lockheed C-141A (L.300),16.0,16.0,0.0,military,3,1975
1975-04-04,"Saigon, Vietnam",Military - U.S. Air Force,Lockheed C-5A Galaxy,330.0,155.0,0.0,military,4,1975
1975-04-22,"Goleta, California",Skips Air Service - Air Taxi,Cessna 310Q,3.0,3.0,0.0,commercial,4,1975
1975-04-28,"Deadhorse, Alaska",Gay Airways - Air Taxi,Bell 206,4.0,2.0,0.0,commercial,4,1975
1975-05-03,"Near Sardinata, Colombia",SATENA,Douglas DC-3,6.0,3.0,0.0,other,5,1975
1975-05-10,"Off Cape Paterson, Australia",Air Express,Bristol 170 Freighter 21E,2.0,2.0,0.0,commercial,5,1975
1975-05-12,"Savoonga, Alaska",Foster Aviation,Piper PA-23-250,6.0,6.0,0.0,other,5,1975
1975-05-13,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,Sikorsky CH-53C (helicopter),23.0,23.0,0.0,military,5,1975
1975-06-03,"Manila, Philippines",Philippine Air Lines,BAC One-Eleven 524FF,64.0,1.0,0.0,commercial,6,1975
1975-06-17,"Pedro Alfonso, Brazil",Varig,Hawker Siddeley HS-748-235 Srs. 2A,15.0,1.0,3.0,other,6,1975
1975-06-24,"JFK Airport, New York, New York",Eastern Air Lines,Boeing B-727-225,124.0,113.0,0.0,commercial,6,1975
1975-06-26,"Toledo, Ohio",Hamilton Aviation,Beechcraft E18S,2.0,2.0,0.0,other,6,1975
1975-07-02,"Nantes, France",Touraine Air Transport,Beechcraft 99,8.0,8.0,0.0,commercial,7,1975
1975-07-10,"Bogota, Colombia",Aerovias Condor,Lockheed L-188AF Electra,4.0,2.0,0.0,other,7,1975
1975-07-10,"Homer, Alaska",Homer Air Service - Air Taxi,Piper PA-18,2.0,2.0,0.0,commercial,7,1975
1975-07-15,"Poway, California",Oceanaire Helicopter - Air Taxi,Bell 206B,4.0,4.0,0.0,commercial,7,1975
1975-07-15,"Near Batumi, Georgia, USSR",Aeroflot,Yakovlev YAK-40,41.0,41.0,0.0,other,7,1975
1975-07-26,"Imlay City, Michigan",Military - U.S. Air Force,Lockheed C-130A Hercules,6.0,6.0,0.0,military,7,1975
1975-07-31,"Taipei, Taiwan",Far Eastern Air Transport,Vickers 837 Viscount,76.0,28.0,0.0,commercial,7,1975
1975-08-03,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,Boeing B-707-321C,188.0,188.0,0.0,commercial,8,1975
1975-08-03,"Off Amapala, Honduras",Military - Nicaraguan Air Force,Douglas DC-47,20.0,20.0,0.0,military,8,1975
1975-08-07,"Denver, Colorado",Continental Airlines,Boeing B-727-224,131.0,0.0,0.0,commercial,8,1975
1975-08-15,"Krasnovodsk, USSR",Aeroflot,Yakovlev YAK-40,28.0,28.0,0.0,other,8,1975
1975-08-20,"Near Damascus, Syria",Ceskoslovenske Aerolinie,Ilyushin IL-62,128.0,126.0,0.0,other,8,1975
1975-08-25,"Minford, Ohio",Portsmouth Aviation - Air Taxi,Piper PA-28,4.0,2.0,0.0,commercial,8,1975
1975-08-30,"Off Punta Amapala, El Salvador",Military - Nicaraguan Air Force,Douglas C-47,20.0,20.0,0.0,military,8,1975
1975-08-30,"Near Gambell, Alaska",Wien Air Alaska,Fairchild F-27B,32.0,10.0,0.0,commercial,8,1975
1975-09-01,"Leipzig-Halle, East Germany",Interflug,Tupolev TU-134,34.0,26.0,0.0,other,9,1975
1975-09-11,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,Douglas C-47-DL,9.0,1.0,0.0,commercial,9,1975
1975-09-24,"Near Palembang, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,61.0,25.0,1.0,commercial,9,1975
1975-09-30,"Off Beirut, Lebanon",Malev Hungarian Airlines,Tupolev TU-154B,60.0,60.0,0.0,commercial,9,1975
1975-09-30,"Klua Tan Tan, Canada",Northern Thunderbird Air,de Havilland Canada DHC-6 Twin Otter 200,7.0,7.0,0.0,commercial,9,1975
1975-09-30,"Barranquilla, Colombia",AVIANCA,Boeing 727-24C,4.0,4.0,0.0,other,9,1975
1975-10-23,"Cairns Airport, Queensland, Australia",Connair,de Havilland DH114 Heron 2E,11.0,11.0,0.0,other,10,1975
1975-10-26,"Zephyr Cove, Nevada",Air Taxi,Piper PA-34,2.0,2.0,0.0,commercial,10,1975
1975-10-27,"Tomonoco, Bolivia",TAM (Bolivia),Convair CV-440-12,67.0,67.0,0.0,other,10,1975
1975-10-30,"Near Prague, Czechoslovakia",Inex Adria Aviopromet,McDonnell Douglas DC-9-32,120.0,75.0,0.0,other,10,1975
1975-11-03,Gulf of Mexico,Petroleum Helicopter,Bell 212,9.0,9.0,0.0,other,11,1975
1975-11-07,"State College, Pennsylvania",Quakertown Aviation - Air Taxi,NA Rockwell 112,4.0,4.0,0.0,commercial,11,1975
1975-11-18,"Caoba, Guatemala",Aviateca,Douglas DC-3,22.0,15.0,0.0,other,11,1975
1975-11-20,"Kharkov, Ukraine, USSR",Aeroflot,Antonov AN-24,19.0,19.0,0.0,other,11,1975
1975-11-22,Near Novgorod (Russia,Aeroflot,Yakovlev 40,6.0,6.0,5.0,other,11,1975
1975-11-25,"Near Bir Lahfan, Egypt",Military - Israel  Air Force,Lockheed C-130 Hercules,20.0,20.0,0.0,military,11,1975
1975-11-29,"Hertfordshire, England",Private,Piper PA-23-250 Aztec,6.0,6.0,0.0,other,11,1975
1975-11-30,"Elko, Nevada",SceniAirline - Air Taxi,Cessna 402,2.0,2.0,0.0,commercial,11,1975
1975-12-21,"Tacloban, Philippines",Philippine Aerotransport,Britten-Norman BN-2A-21 Islander,9.0,9.0,0.0,other,12,1975
1975-12-26,"Rollinsville, Colorado",Star Aviation,Mitsubishi MU-2B,9.0,9.0,0.0,other,12,1975
1976-01-01,"Near Al Qaysumah, Saudi Arabia",Middle East Airlines,Boeing B-720B-023B,82.0,82.0,0.0,commercial,1,1976
1976-01-03,"Moscow, Russia",Aeroflot,Tupolev TU-124,61.0,61.0,0.0,other,1,1976
1976-01-03,"Anchorage, Alaska",Winship Air,Lear Jet 24A,6.0,6.0,0.0,commercial,1,1976
1976-01-06,"Grants, New Mexico",Orlando Airways - Air Taxi,Piper PA-23,4.0,4.0,0.0,commercial,1,1976
1976-01-08,"Mactan Island, Philippines",Philippine Aerotransport,Britten-Norman BN-2A-21 Islander,7.0,7.0,0.0,other,1,1976
1976-01-15,"Near Bogota, Colombia",Taxi Aereo el Venado,Douglas C-54A,13.0,13.0,0.0,other,1,1976
1976-01-15,"Orofino, Idaho",Green Acres - Air Taxi,Bellanca 17-30,3.0,3.0,0.0,commercial,1,1976
1976-01-20,"Near Loja, Ecuador",TAME,Hawker Siddeley HS-748-246,42.0,34.0,0.0,other,1,1976
1976-01-21,"Near Shanghai, China",CAAC,Antonov AN-24,40.0,40.0,0.0,other,1,1976
1976-01-22,"Chapeco, Brazil",Transbrasil,Embraer 110C Bandeirante,11.0,9.0,0.0,other,1,1976
1976-01-30,"Frunze, Kyrgyzstan",Aeroflot,Ilyushin IL-18V,6.0,6.0,0.0,other,1,1976
1976-02-03,"Lafayette, Louisiana",Falcon Airways - Air Taxi,Beechcraft  C-45H,2.0,2.0,0.0,commercial,2,1976
1976-02-04,"Off Santa Maria, Colombia",LAC Colombia,Douglas DC-6A,3.0,3.0,0.0,other,2,1976
1976-02-06,"Madrid, Spain",Military - U.S. Air Force,Boeing KC-135A,7.0,7.0,0.0,military,2,1976
1976-09-02,"Hawk Inlet, Alaska",Temsco Helicopter - Air Taxi,Hughes 369HS,4.0,3.0,0.0,commercial,9,1976
1976-02-08,"Van Nuys, California",Mercer Airlines,Douglas DC-6,6.0,3.0,0.0,commercial,2,1976
1976-02-21,"St. Croix, Virgin Islands",Antilles Air,Grumman G-21A seaplane,11.0,5.0,0.0,commercial,2,1976
1976-03-01,"Sibiu, Romania",Tarom,Ilyushin II-14P,9.0,6.0,0.0,other,3,1976
1976-03-02,Southeastern Bolivia,TAM (Bolivia),IAI Arava 201,22.0,19.0,0.0,other,3,1976
1976-03-06,"Near Voronezh, Russia",Aeroflot,Ilyushin IL-18D,120.0,120.0,7.0,other,3,1976
1976-03-07,"Igiugig, Alaska",Kodiak Western Alaska Airlines,Cessna 207,4.0,4.0,0.0,commercial,3,1976
1976-03-07,"San Onofre, California",Sky Haven - Air Taxi,Cessna 172M,2.0,2.0,0.0,commercial,3,1976
1976-03-18,Havana. Cuba,Cubana de Aviacion,Antonov An-24B,5.0,5.0,0.0,other,3,1976
1976-04-02,"Near Puerto Asis, Colombia",SATENA,Douglas DC-3,16.0,5.0,0.0,other,4,1976
1976-04-05,"Ketchikan, Alaska",Alaska Airlines,Boeing B-727-81,50.0,1.0,0.0,commercial,4,1976
1976-04-08,"Friday Harbor, Washington",North Sound Aviation,Cessna 207,7.0,7.0,0.0,other,4,1976
1976-04-08,"Aspen, Colorado",Royal American - Air Taxi,Beechcraft A36,2.0,2.0,0.0,commercial,4,1976
1976-04-14,"Neuquen, Argentina",Yacimientos Petroliferos Fiscales,Hawker Siddeley HS-748 2,34.0,34.0,0.0,other,4,1976
1976-04-15,"Palm Desert, California",Chartair - Air Taxi,Beech B60,6.0,6.0,0.0,commercial,4,1976
1976-04-23,Gulf of Mexico,Petroleum Helicopter,Bell 205 A-1 helicopter,12.0,12.0,0.0,other,4,1976
1976-04-27,"Anaktuvuk, Alaska",Frontier Flying Service - Air Taxi,Cessna 207,5.0,5.0,0.0,commercial,4,1976
1976-04-27,"St. Thomas, Virgin Islands",American Airlines,Boeing B-727-95,88.0,37.0,0.0,commercial,4,1976
1976-05-04,"Near Monze, Zambia",de Havilland Aircraft,de Havilland Canada DHC-6 Twin Otter 300,11.0,11.0,0.0,other,5,1976
1976-05-05,"Camuigan, Philippines",Philippine Aerotransport,Britten-Norman BN-2A-21 Islander,10.0,4.0,0.0,other,5,1976
1976-11-23,"Kozani, Greece",OlympiAirways,NAMC YS-11A-500,50.0,50.0,0.0,other,11,1976
1976-05-09,"Near Cuneca, Spain",Military - Imperial Iranian Air Force,Boeing B-747-131F,17.0,17.0,0.0,military,5,1976
1976-05-15,"Chernigov, Ukraine, USSR",Aeroflot,Antonov AN-24,52.0,52.0,0.0,other,5,1976
1976-05-18,"Petersburg, Alaska",Lab Flying Service - Air Taxi,Piper PA-34,6.0,6.0,0.0,commercial,5,1976
1976-05-23,"Zamboanga, Philipines",Philippine Air Lines,BAC One-Eleven 527FK,87.0,14.0,3.0,commercial,5,1976
1976-06-01,"Nacias Nguema, Equatorial Guinea",Aeroflot,Tupolev TU-154A,46.0,46.0,0.0,other,6,1976
1976-06-04,"Agana, Guam",Air Manila,Lockheed 188A Electra,45.0,45.0,1.0,commercial,6,1976
1976-06-06,"Off Kota Kinabalu, Malaysia",Sabah Air,GAF Nomad N-22B,12.0,12.0,0.0,commercial,6,1976
1976-06-10,"Somerset, Colorado",Sky Chopper  - Air Taxi,Bell 47G3B1,2.0,2.0,0.0,commercial,6,1976
1976-06-27,"Entebbe, Uganda",Air France,Airbus A300,258.0,7.0,0.0,commercial,6,1976
1976-07-05,"Daiku, Burma",Military - Burma Air Force,Douglas C-47,17.0,17.0,0.0,military,7,1976
1976-07-24,"Huntsville, Missouri",Reed Aviation - Air Taxi,Piper PA-28R,5.0,5.0,0.0,commercial,7,1976
1976-07-27,"Greensburg, Kansas",Capitol Air Service - Air Taxi,Piper PA-34,3.0,2.0,0.0,commercial,7,1976
1976-07-28,"Bratislava, Czechoslovakia",Ceskoslovenske Aerolinie,Ilyushin IL-18L,79.0,76.0,0.0,other,7,1976
1976-08-01,"Billings, Vermont",Mamer - Shreck  - Air Taxi,Beechcraft S35,4.0,3.0,0.0,commercial,8,1976
1976-08-02,"Near Tehran, Iran",Korean Airlines,Boeing 707-373,5.0,5.0,0.0,commercial,8,1976
1976-08-15,"Andes Mountains, Ecuador",SAETA,Vickers Viscount 785D,59.0,59.0,0.0,other,8,1976
1976-08-25,"Sunnyside, Utah",Green River Aviation - Air Taxi,Cessna 185,3.0,3.0,0.0,commercial,8,1976
1976-08-28,"Shanisu River, Peru",Aeroperu,Canadair CL-44,6.0,6.0,0.0,other,8,1976
1976-08-28,"Sondre Stromfjord,Greenland",Military - U.S. Air Force,Lockheed C-141A (L.300),27.0,23.0,0.0,military,8,1976
1976-08-28,"Near Thorney, England",Military - U.S. Air Force,Lockheed C-141A (L.300),18.0,18.0,0.0,military,8,1976
1976-09-03,"Lajes, Azores, Portugal",Military - Venezuelan Air Force,Lockheed C-130H,68.0,68.0,0.0,military,9,1976
1976-09-09,"Off Adler, Russia",Aeroflot / Aeroflot,Antonov AN-24 / Yakovlev Yak-40,90.0,90.0,0.0,other,9,1976
1976-09-10,"Near Gaj, Hrvatska, Yugoslavia",Inex Adria Aviopromet / British Airways,McDonnell Douglas DC-9-31 / Trident 3B,176.0,176.0,0.0,commercial,9,1976
1976-09-19,"Karatepe Mountains, Turkey",Turkish Airlines (THY),Boeing B-727-2F2,154.0,154.0,0.0,commercial,9,1976
1976-09-22,"Near Mosher Creek, Canada",Air West Airlines Ltd.,de Havilland Canada DHC-6 Twin Otter 100,19.0,1.0,0.0,commercial,9,1976
1976-09-22,"San Bernardino, California",Loma Linda University - Air Taxi,Sikorsky S-55B,4.0,4.0,0.0,commercial,9,1976
1976-09-26,"Near Alpena, Michigan",Military - U.S. Air Force,Boeing KC-135A,20.0,15.0,0.0,military,9,1976
1976-10-06,"Off Bridgetown, Barbados",Cubana de Aviacion,McDonnell Douglas DC-8-43,73.0,73.0,0.0,other,10,1976
1976-10-09,"Busick, North Carolina",Aero National - Air Taxi,Piper PA-34,4.0,4.0,0.0,commercial,10,1976
1976-10-13,"Near Bombay, India",Indian Airlines,Sud-Aviation Caravelle VI-N,95.0,95.0,0.0,commercial,10,1976
1976-10-13,"Santa Cruz, Bolivia",Lloyd Aéreo Boliviano,Boeing B-707-31,3.0,3.0,113.0,other,10,1976
1976-10-20,"Hampton, Virginia",Skyline Aviation - Air Taxi,Piper PA-31,4.0,4.0,0.0,commercial,10,1976
1976-10-25,"El Yopal, Colombia",Taxi Aereo el Venado,Douglas C-47DL,32.0,32.0,0.0,other,10,1976
1976-10-28,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,Embraer 110C Bandeirante,6.0,2.0,0.0,other,10,1976
1976-11-04,"Banjarmasin, Indonesia",Bali International Air Service,Fokker F-27 Friendship 100,38.0,29.0,0.0,commercial,11,1976
1976-11-12,"Shannon, Ireland",Aeroleasing - Air Taxi,Piper PA-31T,5.0,5.0,0.0,commercial,11,1976
1976-11-23,"Eastville, Kisangani, Congo",PacifiWestern Airlines,L-100-20,6.0,6.0,0.0,commercial,11,1976
1976-11-28,"Moscow, Russia",Aeroflot,Tupolev TU-104B,72.0,72.0,0.0,other,11,1976
1976-11-29,"Grand Canyon, Arizona",Grand Canyon Air - Air Taxi,Piper PA-32-300,2.0,2.0,0.0,commercial,11,1976
1976-12-12,"Cape May, New Jersey",AtlantiCity Airlines,de Havilland Canada DHC-6 Twin Otter 300,10.0,3.0,0.0,commercial,12,1976
1976-12-17,"Kiev, USSR",Aeroflot,Antonov AN-24RV,55.0,48.0,0.0,other,12,1976
1976-12-25,"Near Bangkok, Thailand",EgyptAir,Boeing B-707-366C,53.0,53.0,19.0,other,12,1976
1976-12-28,Wisconson,Valley Air Service - Air Taxi,Piper PA-23-250,6.0,6.0,0.0,commercial,12,1976
1976-12-31,"Near Trujillo, Peru",Faucett,Douglas C-54A-1-DO,19.0,19.0,0.0,other,12,1976
1977-01-06,"Near Palm Springs, California",Jet Avia Charter,Gates Learjet 24B,4.0,4.0,0.0,other,1,1977
1977-01-13,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,Tupolev TU-104A,96.0,96.0,0.0,other,1,1977
1977-01-13,"Anchorage, Alaska",Japan Air Lines,Douglas DC-8,5.0,5.0,0.0,commercial,1,1977
1977-01-15,"Kalvesta, Sweden",Skyline Sweden,Vickers Viscount 838,22.0,22.0,0.0,other,1,1977
1977-01-27,"San Ramon, Bolivia",Transportes Aéreos Itenez,Fairchild C-82,6.0,6.0,0.0,other,1,1977
1977-02-11,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,Avia 14T,5.0,5.0,0.0,other,2,1977
1977-02-15,"Mineralnye Vody, Russia",Aeroflot,Ilyushin IL-18V,77.0,77.0,0.0,other,2,1977
1977-02-28,"Near Saglouc, Canada",Survair,Douglas DC-3,10.0,4.0,0.0,other,2,1977
1977-03-01,"Off Aden, Yemen",Alyemda,Douglas DC-3,21.0,20.0,0.0,other,3,1977
1977-03-03,"Near Cascina, Italy",Military - Italian Air Force,Lockheed C-130H,44.0,44.0,0.0,military,3,1977
1977-03-04,"Niamey, Niger",Overseas National Airways,McDonnell Douglas DC-8-63CF,4.0,2.0,0.0,commercial,3,1977
1977-07-06,"Saint Louis, Missouri",Fleming International Airways,Lockheed L-188AF Electra,3.0,3.0,0.0,commercial,7,1977
1977-03-04,"Tezzeron Lake, British Columbia, Canada",Private,Pipper PA-23-250 Aztec,5.0,5.0,0.0,other,3,1977
1977-03-27,"Tenerife, Canary Islands",Pan American World Airways / KLM,Boeing B-747-121 / Boeing B-747-206B,644.0,583.0,0.0,commercial,3,1977
1977-03-29,"Bainaha Valley, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,23.0,15.0,0.0,commercial,3,1977
1977-03-30,"Near Zhadanof, Russia",Aeroflot,Yakovlev YAK-40,27.0,8.0,0.0,other,3,1977
1977-04-04,"New Hope, Georgia",Southern Airways,McDonnell Douglas DC-9-31,85.0,62.0,8.0,commercial,4,1977
