Date,Location,Operator,Type,Aboard,Fatalities,Ground,Operator_Category,Month,Year
1960-06-14,"Mt. Gilbert, Alaska",PacifiNorthern Airlines,Lockheed 749A-79-32 Constellation,14.0,14.0,0.0,commercial,6,1960
1960-06-24,"Rio de Janeiro, Brazil",REAL,Convair CV-340-62,54.0,54.0,0.0,other,6,1960
1960-07-06,"Off Barnegat City, New Jersey",Military - U.S. Navy,Goodyear ZPG-3W (airship),21.0,18.0,0.0,military,7,1960
1960-07-10,Persian Gulf,Gulf Aviation (Kalinga Airways),Douglas DC-3,16.0,16.0,0.0,commercial,7,1960
1960-07-14,"Off Manila, Philippines",Northwest Orient Airlines,Douglas DC-7C,58.0,1.0,0.0,commercial,7,1960
1960-07-15,"Near Jima, Ethiopia",Ethiopian Airlines,Douglas DC-3,11.0,1.0,0.0,commercial,7,1960
1960-07-19,"Near Goma, Zaire",Military - Royal Belgian Air Force,Fairchild C-119G,41.0,37.0,0.0,military,7,1960
1960-07-27,"Forest Park, Illinois",Chicago Helicopter Airways,Sikorsky S-58C helicopter,13.0,13.0,0.0,commercial,7,1960
1960-07-31,"Near Rimini, Italy",Deutsche Flugdienst,Convair CV-240-4,34.0,1.0,0.0,other,7,1960
1960-08-01,"Near Tipuani, Bolivia",TAM (Bolivia),Douglas C-47,6.0,6.0,0.0,other,8,1960
1960-08-17,"Kiev, Ukraine, USSR",Aeroflot,Ilyushin IL-18,35.0,35.0,0.0,other,8,1960
1960-08-17,"Near El Kelaa, Morocco",Military - French Naval Aviation,Avro Lancaster 1,20.0,20.0,0.0,military,8,1960
1960-08-24,"Off Heraklion, Greece",Don Everall Aviation,Vickers 634 Viking 1B,3.0,3.0,0.0,other,8,1960
1960-09-19,"Agana, Guam, Mariana Islands",World Airways,Douglas DC-6AB,94.0,80.0,0.0,commercial,9,1960
1960-09-22,"Off Naha, Okinawa",Military - U.S. Marine Corps,Douglas R5D-3,29.0,29.0,0.0,military,9,1960
1960-09-26,"Moscow, Russia",Austrian Airlines,Vickers Viscount 837,37.0,31.0,0.0,commercial,9,1960
1960-09-29,"Off Elba, Italy",United Arab Airlines,Vickers Viscount 739B,21.0,21.0,0.0,commercial,9,1960
1960-10-04,"Boston, Massachusett",Eastern Air Lines,Lockheed 188A Electra,72.0,62.0,0.0,commercial,10,1960
1960-10-14,"Elba, Italy",Itavia,de Havilland DH-114 Heron 2,11.0,11.0,0.0,other,10,1960
1960-10-15,"Plain City, Utah",Capitol Airways,Curtiss C-46F,2.0,2.0,0.0,commercial,10,1960
1960-10-21,"Ust-Orda, Russia",Aeroflot,Tupolev Tu-104A,3.0,3.0,0.0,other,10,1960
1960-10-28,"Near Missoula, Montana",Northwest Orient Airlines,Douglas C-54A-DC,12.0,12.0,0.0,commercial,10,1960
1960-10-29,"Toledo, Ohio",ArctiPacific,Curtiss C-46F-1-CU,48.0,22.0,0.0,other,10,1960
1960-11-05,"Bhairawa, Nepal",Royal Nepal Airlines,Douglas C-47A,4.0,4.0,0.0,commercial,11,1960
1960-11-07,"Near Quito, Ecuador",AREA,Fairchild F-27A,37.0,37.0,0.0,other,11,1960
1960-11-23,"Manila, Philippines",Philippine Air Lines,Douglas DC-3,33.0,33.0,0.0,commercial,11,1960
1960-12-07,"Cachimbo, Brazil",REAL,Curtiss C-46A-60-CK,15.0,15.0,0.0,other,12,1960
1961-04-03,"Llico, Chile",LAN,Douglas DC-3,24.0,24.0,0.0,other,4,1961
1961-05-10,"Stah, Algeria",Air France,Lockheed 1649A Starliner,78.0,78.0,0.0,commercial,5,1961
1961-05-24,"Near Tacoma, Washington",Military - U.S. Air Force,Douglas C-124A-DL,22.0,22.0,0.0,military,5,1961
1960-12-17,"Munich, West Germany",Military - U.S. Air Force,Convair C-131D (CV-340-79),20.0,20.0,31.0,military,12,1960
1960-12-22,"Cebu City, Philippines",Philippine Air Lines,Douglas DC-3,37.0,28.0,0.0,commercial,12,1960
1961-01-02,"Ruzyne, Czechoslovakia",Ceskoslovenske Aerolinie,Avia 14,10.0,10.0,0.0,other,1,1961
1961-01-03,"Koivulahti, Finland",Finnair,Douglas DC-3,25.0,25.0,0.0,other,1,1961
1961-01-19,"New York, New York (Idlewild)",Aeronaves de Mexico,McDonnell Douglas DC-8-21,106.0,4.0,0.0,other,1,1961
1961-01-22,Midway Island Naval Air Station,Military - U.S. Navy,Lockheed WV-2 Super Constellation,22.0,6.0,3.0,military,1,1961
1961-01-24,"Mt. Burangrang, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,21.0,21.0,0.0,commercial,1,1961
1961-01-26,"Off Argentia, Azores",Military - U.S. Air Force,Douglas C-118A,23.0,23.0,0.0,military,1,1961
1961-02-03,"Off Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,26.0,26.0,0.0,commercial,2,1961
1961-02-15,"Near Brussels, Belgium",Sabena,Boeing B-707-320,72.0,72.0,1.0,other,2,1961
1961-03-09,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,Douglas DC-3,12.0,12.0,0.0,other,3,1961
1961-03-25,"Near Natal, Brazil",Military - Brazilian Air Force,Douglas C-47DL,28.0,23.0,0.0,military,3,1961
1961-03-28,"Russelbach, East Germany",Ceskoslovenske Aerolinie,Ilyushin IL-18,52.0,52.0,0.0,other,3,1961
1961-05-29,Singapore,Military - Royal Air Force,Handley Page Hastings C-2,13.0,13.0,0.0,military,5,1961
1961-05-30,"Near Lisbon, Portugal",KLM Royal Dutch Airlines,McDonnell Douglas DC-8-53,61.0,61.0,0.0,commercial,5,1961
1961-06-17,"Near Kano, Nigeria",Continentale Deutsche Luftreederei,Douglas C-54B-1-DC,7.0,1.0,0.0,other,6,1961
1961-06-30,"Buenos Aires, Argentina",Transcontinental,Curtiss C-46A,35.0,24.0,0.0,other,6,1961
1961-07-10,"Odessa, Ukraine, USSR",Aeroflot,Tupolev TU-104B,85.0,1.0,0.0,other,7,1961
1961-07-11,"Denver, Colorado",United Air Lines,McDonnell Douglas DC-8-12,122.0,17.0,1.0,commercial,7,1961
1961-07-12,"Casablanca, Morocco",Ceskoslovenske Aerolinie,Ilyushin IL-18B,72.0,72.0,0.0,other,7,1961
1961-07-19,"Near Azul, Argentina",Aerolineas Argentinas,Douglas DC-6,67.0,67.0,0.0,other,7,1961
1961-07-21,"Shemya, Alaska",Alaska Airlines,Douglas DC-6A,6.0,6.0,0.0,commercial,7,1961
1961-08-06,"Budapest, Hungary",Malev Hungarian Airlines,Douglas DC-3,27.0,27.0,3.0,commercial,8,1961
1961-08-09,"Sola, Norway",Cunard Eagle Airways,Vickers Viking 3B,39.0,39.0,0.0,commercial,8,1961
1961-08-13,"Near Pha Khao, Laos",Air America,Curtiss C-46F,6.0,6.0,0.0,commercial,8,1961
1961-08-29,"Sondreströmfjord, Greenland",Eastern Provincial Airways,de Havilland Canada DHC-3 Otter,6.0,1.0,0.0,commercial,8,1961
1961-09-01,"Near Hinsdale, Illinois",Trans World Airlines,Lockheed 049 Constellation,78.0,78.0,0.0,commercial,9,1961
1961-09-06,"Cerro del Aernal, Costa Rica",Lineas Aéreas Costarricenses,Douglas DC-3,2.0,2.0,0.0,other,9,1961
1961-12-29,"Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,14.0,14.0,0.0,commercial,12,1961
1961-09-10,"Shannon, Ireland",President Airlines,Douglas DC-6B,83.0,83.0,0.0,commercial,9,1961
1961-09-12,"Near Rabat, Morrocco",Air France,Sud-Aviation Caravelle III,77.0,77.0,0.0,commercial,9,1961
1961-09-17,"Ndola, Zambia",United Nations Organization,Douglas DC-6B,16.0,16.0,0.0,other,9,1961
1961-09-17,"Chicago, Illinois",Northwest Orient Airlines,Lockheed 188C  Electra,37.0,37.0,0.0,commercial,9,1961
1961-09-23,"Ankara, Turkey",Turkish Airlines (THY),Fokker F-27 Friendship 100,29.0,28.0,0.0,commercial,9,1961
1961-10-07,"Mt. Canigou, France",Derby Aviation,Douglas DC-3,34.0,34.0,0.0,other,10,1961
1961-11-01,"Near Recife, Brazil",Panair do Brasil,Douglas DC-7C,45.0,45.0,0.0,other,11,1961
1961-11-08,"Near Richmond, Virginia",Imperial Airways,Lockheed C-69 Constellation,79.0,77.0,0.0,commercial,11,1961
1961-11-11,Off Puerto Rico,Air Haiti International,Lockheed L-749A Constellation,3.0,3.0,0.0,commercial,11,1961
1961-11-23,"Campinas, Brazil",Aerolineas Argentinas,de Havilland Comet 4,52.0,52.0,0.0,other,11,1961
1961-11-23,Sao Tomé,Military - Força Aérea Portuguesa,Douglas C-54 Skymaster,35.0,21.0,0.0,military,11,1961
1961-12-12,"Chievres, Belgium",Military - Belgian Air Force,Fairchild C-119G / Fairchild C-119,13.0,13.0,8.0,military,12,1961
1961-12-15,"Managua, Nicaragua",Lanica,Curtiss C-46,2.0,2.0,0.0,other,12,1961
1961-12-21,"Ankara, Turkey",British European Airways,de Havilland Comet 4B,34.0,27.0,0.0,commercial,12,1961
1961-12-24,"Old Harbor, Kodiak Island, Alaska",Kodiak Airways,Grumman G-21A Goose,5.0,1.0,0.0,commercial,12,1961
1962-01-22,"Caranavi ,Bolivia",Corporacion Boliviano de Fomento,Curtiss C-46D,6.0,6.0,0.0,other,1,1962
1962-01-27,"Batataevka, USSR",Aeroflot,Antonov AN-10A,13.0,13.0,0.0,other,1,1962
1962-02-25,"Portlamar, Margarita Island, Venezuela",Avensa,Fairchild F-27,23.0,23.0,0.0,other,2,1962
1962-02-25,"Municipio de Marulanda, Colombia",Avianca,Douglas C-47A,2.0,2.0,0.0,other,2,1962
1962-03-01,"Jamaica Bay, New York, New York",American Airlines,Boeing B-707-123B,95.0,95.0,0.0,commercial,3,1962
1962-03-04,"Douala, Cameroon",Caledonian Airways,Douglas DC-7C,111.0,111.0,0.0,commercial,3,1962
1962-03-06,"Near Seymour, South Africa",South African Airways,Douglas DC-3,7.0,2.0,0.0,commercial,3,1962
1962-03-08,"Rome, Italy",Societa Aerea Mediterranea,Douglas DC-6B,5.0,5.0,0.0,other,3,1962
1962-03-08,"Near Alencon, France",Military - U.S. Air Force,Lockheed C-130A Hercules,15.0,15.0,0.0,military,3,1962
1962-03-15,"Adak, Alaska",Flying Tiger Line,Lockheed 1049H Super Constellation,7.0,1.0,0.0,other,3,1962
1962-03-15,"Western PacifiOcean, Philippine Sea",Flying Tiger Line,Lockheed 1049H Super Constellation,107.0,107.0,0.0,other,3,1962
1962-03-20,Algeria,Military - French Air Force,Nord 2501 Noratlas,11.0,11.0,0.0,military,3,1962
1962-03-27,"Santiago de Cuba, Cuba",Cubana de Aviacion,Ilyushin IL-14,22.0,22.0,0.0,other,3,1962
1962-04-06,"Near Villavicencio, Colombia",Military - Colombian Air Force,Douglas C-47,31.0,31.0,0.0,military,4,1962
1962-04-22,"Serrania del Baudo, Colombia",AVISPA,Douglas C-47A-1,40.0,40.0,0.0,other,4,1962
1962-05-06,"Near Portsmouth, England",East Anglian Flying Services,Douglas C-47A,18.0,12.0,0.0,other,5,1962
1962-05-08,"Near Mong Pa Liao, Burma",Military - Union of Burma Air Force,Douglas C-47,32.0,32.0,0.0,military,5,1962
1962-05-09,"Vitoria, Brazil",Cruzeiro,Convair CV-240-0,25.0,23.0,0.0,other,5,1962
1962-05-12,"Godthaab, Greenland",East Provincial Airways,Consolidated Catalina,21.0,15.0,0.0,commercial,5,1962
1962-05-15,"Near Cairo, Egypt",United Arab Airlines,Douglas DC-3,3.0,3.0,0.0,commercial,5,1962
1962-05-17,"Near Nairobi, Kenya",Military - U.S. Air Force,Lockheed C-130A Hercules,13.0,13.0,0.0,military,5,1962
1962-05-22,"Near Unionville, Missouri",Continental Airlines,Boeing B-707-124,45.0,45.0,0.0,commercial,5,1962
1962-06-03,"Villeneuve-le-Roi, Val-de-Marne, France",Air France,Boeing B-707-328,132.0,130.0,0.0,commercial,6,1962
1962-06-04,"Sofia, Bulgaria",Aeroflot,Tupolev Tu-104B,5.0,5.0,0.0,other,6,1962
1962-06-22,"Basse-Terre, Guadaloupe, West Indies",Air France,Boeing B-707-328,112.0,112.0,0.0,commercial,6,1962
1962-06-28,"Near Adler, Russia",Aeroflot,Antonov AN-10A,81.0,81.0,0.0,other,6,1962
1962-06-30,"Near Krasnoyarsk, USSR",Aeroflot,Tupolev TU-104A,84.0,84.0,0.0,other,6,1962
1962-07-06,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Ilyushin IL-14,14.0,14.0,0.0,other,7,1962
1962-07-07,"Near Junnar, Maharashtra, India",Alitalia,McDonnell Douglas DC-8-43,94.0,94.0,0.0,other,7,1962
1962-07-15,"Near Lahore, Pakistan",Indian Airlines,Douglas C-47A,3.0,1.0,0.0,commercial,7,1962
1962-07-16,"Loheshyphn, India",Kalinga Airlines,Douglas C-47,9.0,9.0,0.0,commercial,7,1962
1962-07-19,"Near Bangkok, Thailand",United Arab Airlines,de Havilland Comet 4C,26.0,26.0,0.0,commercial,7,1962
1962-07-28,"Sochi, Russia",Aeroflot,Antonov An-10A,81.0,81.0,0.0,other,7,1962
1962-07-30,"Coulommiers, France",Air France,Douglas DC-3,8.0,4.0,0.0,commercial,7,1962
1962-08-01,"Near Kathmandu, Nepal",Royal Nepal Airlines,Douglas DC-3,10.0,10.0,0.0,commercial,8,1962
1962-08-20,"Rio de Janerio, Brazil",Panair do Brazil,McDonnell Douglas DC-8-33,105.0,15.0,0.0,other,8,1962
1962-08-23,"Berranca Bermeja, Colombia",Taxader Airlines,Douglas DC-3,32.0,20.0,0.0,commercial,8,1962
1962-08-24,"Cerro Puena Paz, Peru",Faucett,Douglas DC-3,9.0,9.0,0.0,other,8,1962
1962-09-02,"Near Khabarovsk, USSR",Aeroflot,Tupolev TU-104A,86.0,86.0,0.0,other,9,1962
1962-09-03,"Yanoyaki, Japan",Military - Japan Maritime Self Defense Force,Lockheed P2V-7,12.0,12.0,1.0,military,9,1962
1962-09-04,"Near Lake Milton, Ohio",Private - Ashland Oil Company,Lockheed 18 Lodestar,13.0,13.0,0.0,other,9,1962
1962-09-10,"Brno, Czechoslovakia",Ceskoslovenske Aerolinie,Avia 14,34.0,11.0,0.0,other,9,1962
1962-09-10,"Near Milan, Washington",Military - U.S. Air Force,Boeing KC-135A,44.0,44.0,0.0,military,9,1962
1962-09-10,"Near Alcoche, Bolivia",Aerolineas Abaroa,Douglas C-47A,4.0,4.0,0.0,other,9,1962
1962-09-21,"Sela, India",Kalinga Airlines,Douglas C-47A,8.0,8.0,0.0,commercial,9,1962
1962-09-23,North AtlantiOcean,Flying Tiger Line,Lockheed 1049H-82 Super Constellation,76.0,28.0,0.0,other,9,1962
1962-10-10,"Spt-Îles, Quebec, Canada",Trans Canada Air Lines,Vickers 757 Viscount,19.0,2.0,0.0,commercial,10,1962
1962-10-12,"Manila, Philippines",Philippine Air Lines,Fokker F-27 Friendship 100,3.0,3.0,0.0,commercial,10,1962
1973-10-12,"Acapulco, Mexico",Avionas  Banamex,de Havilland DH-125-1A,8.0,8.0,0.0,other,10,1973
1962-10-19,"Windsor Locks, Connecticut",Allegheny Airlines,Convair CV-340/440,52.0,1.0,0.0,commercial,10,1962
1962-10-25,"Near Moscow, Russia",Aeroflot,Tupolev TU-104B,10.0,10.0,0.0,other,10,1962
1962-11-10,"Near Tourane, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-3,27.0,27.0,0.0,commercial,11,1962
1962-11-19,"Near Nagoya, Japan",All Nippon Airways,Vickers 828 Viscount,4.0,4.0,0.0,commercial,11,1962
1962-11-23,"Ellicott, Maryland",United Air Lines,Vickers Viscount 745D,18.0,18.0,0.0,commercial,11,1962
1962-11-23,Sao Tomé & Principe,Military - Portuguese Air Force,Douglas C-54D,37.0,23.0,0.0,military,11,1962
1962-11-26,"Paraibuna, Brazil",VASP / Private,Saab Scandia / Cessna 310,26.0,26.0,0.0,other,11,1962
1962-11-27,"Lima, Peru",Varig,Boeing B-707-441,97.0,97.0,0.0,other,11,1962
1962-11-30,"New York, New York",Eastern Air Lines,Douglas DC-7B,51.0,25.0,0.0,commercial,11,1962
1962-12-06,"Barranca Bermeja, Colombia",Taxader Airlines,Douglas C-47,26.0,24.0,0.0,commercial,12,1962
1962-12-14,"Near Manaus, Brazil",Panair do Brasil,Lockheed 049-46-21 Constellation,50.0,50.0,0.0,other,12,1962
1962-12-14,"Burbank, California",Flying Tiger Line,Lockheed 1049H Super Constellation,5.0,5.0,3.0,other,12,1962
1962-12-19,"Warsaw, Poland",LOT Polish Airlines,Vickers Viscount 804,33.0,33.0,0.0,commercial,12,1962
1962-12-22,"Near Brasilia, Brazil",Varig,Convair CV-240-2,40.0,1.0,0.0,other,12,1962
1962-12-29,"Monte Renosa, Corsica, France",Air Nautic,Boeing B307-1 Stratoliner,25.0,25.0,0.0,commercial,12,1962
1964-03-10,"Grand Isle, Louisana",Commercial Air Taxi,Bell 74G,2.0,2.0,0.0,commercial,3,1964
1963-01-14,"Barter Island, Alaska",Wien Alaska Airlines,Beech AT-11,6.0,5.0,0.0,commercial,1,1963
1963-01-15,"Sao Paulo, Brazil",Cruzeiro,Convair CV-240-0,45.0,13.0,7.0,other,1,1963
1963-01-17,"Great Salt Lake, Utah",West Coast Airlines,Fairchild F-27,3.0,3.0,0.0,commercial,1,1963
1963-01-26,"Kotzebue, Alaska",Skyvan Airways,Curtiss C-46F,2.0,1.0,0.0,commercial,1,1963
1963-01-29,"Kansas City, Missouri",Continental Airlines,Vickers Viscount 812,8.0,8.0,0.0,commercial,1,1963
1963-01-30,"Off Patuxent River, Maryland",Military - U.S. Navy,Lockheed P-3A Orion,14.0,14.0,0.0,military,1,1963
1963-02-01,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,Vickers Viscount 754D,17.0,17.0,87.0,military,2,1963
1963-02-03,"San Francisco, California",Slick Airways,Lockheed 1049H Super Constellation,8.0,3.0,0.0,commercial,2,1963
1963-02-08,"Syktyvkar ,Russia",Aeroflot,Antonov An-10A,7.0,7.0,0.0,other,2,1963
1963-02-12,"Near Miami, Florida",Northwest Orient Airlines,Boeing B-720-051B,43.0,43.0,0.0,commercial,2,1963
1963-03-02,"Near Davao City, Philippines",Philippine Air Lines,Douglas DC-3,27.0,27.0,0.0,commercial,3,1963
1963-03-05,"Camden, Tennesee",Private,Piper PA-24-250 Comanche,4.0,4.0,0.0,other,3,1963
1963-03-15,"Near Karai, Iran",Middle East Airlines,Avro 685 York C1,4.0,4.0,0.0,commercial,3,1963
1963-03-15,"Near Charana, Bolivia",Lloyd Aereo Boliviano,Douglas DC-6B,41.0,41.0,0.0,other,3,1963
1963-03-20,"Monte Matto, Italy",Saudi Arabian Royal Flight,de Havilland Comet 4C,18.0,18.0,0.0,other,3,1963
1963-03-23,"Misaki Mountain, Japan",Military - Japan Air Self Defense Force,H-21B,10.0,10.0,0.0,military,3,1963
1963-03-30,"Near Sora, Italy",Itavia,Douglas DC-3,11.0,11.0,0.0,other,3,1963
1963-04-14,"Oslo, Norway",Icelandair,Vickers Viscount 759D,12.0,12.0,0.0,other,4,1963
1963-05-03,"Near Buca, Cameroon",Air Afrique,Douglas DC-6B,55.0,55.0,0.0,commercial,5,1963
1963-05-12,"Near Ayayda, Egypt",United Arab Airlines,Douglas DC-3,34.0,34.0,0.0,commercial,5,1963
1963-06-03,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",Northwest Orient Airlines,Douglas DC-7CF,101.0,101.0,0.0,commercial,6,1963
1963-06-03,"Sama, India",Indian Airlines,Douglas C-47,29.0,29.0,0.0,commercial,6,1963
1963-06-10,"Yunnan, Burma",Union of Burma Airways,Douglas DC-3,20.0,20.0,0.0,commercial,6,1963
1963-06-16,"Bekkessamson, Romainia",Tarom,VEB 14P,31.0,31.0,0.0,other,6,1963
1963-06-16,"Near Aysen, Chile",Military - Chilean Air Force,Douglas C-47A,20.0,19.0,0.0,military,6,1963
1963-06-23,"Nar Augustdorf, West Germany",Military - Royal Belgian Air Force,Fairchild C-119,47.0,38.0,0.0,military,6,1963
1963-06-26,"Detmold, Germany",Military - Belgian Air Force,Kaiser-Fraser C-119G,47.0,38.0,0.0,military,6,1963
1963-07-01,"Passo Fundo, Brazil",Varig,Douglas DC-3,18.0,15.0,0.0,other,7,1963
1963-07-02,"Rochester, New York",Mohawk Airlines,Martin 404,43.0,7.0,0.0,commercial,7,1963
1963-07-03,"Mt. Ngatamahinerua, New Zealand",New Zealand National Airways,Douglas DC-3,23.0,23.0,0.0,commercial,7,1963
1963-07-13,"Near Irkutsk, Russia",Aeroflot,Tupolev TU-104B,35.0,35.0,0.0,other,7,1963
1963-07-15,"Farafangana, Madagascar",Air Madagascar,Douglas C-47,12.0,6.0,0.0,commercial,7,1963
1963-07-17,"Pak Tha, Laos",Air America,Curtiss C-46F,6.0,6.0,0.0,commercial,7,1963
1963-07-27,"Off Bandra, Maharashtra, India",United Arab Airlines,de Havilland Comet 4C,63.0,63.0,0.0,commercial,7,1963
1963-08-08,"Wemmershoek Mountains, South Africa",Military - South African Air Force,Avro Shackleton MR3,13.0,13.0,0.0,military,8,1963
1963-08-12,"Lyon, France",Air Inter,Vickers Viscount 708,20.0,20.0,1.0,commercial,8,1963
1963-08-14,"Near Great Falls, Montana",American Air  Export & Import Co.,Curtiss C-46F-1-CU,2.0,1.0,0.0,commercial,8,1963
1963-08-17,"Hachijo-Jima Island, Japan",Fujita Koku Kabushki Kai,de Havilland DH-114 Heron,19.0,19.0,0.0,other,8,1963
1963-08-21,"Near Leningrad , Russia",Aeroflot,Tupelov Tu-124,52.0,0.0,0.0,other,8,1963
1963-08-28,"Off Miami, Florida",Military - U.S. Air Force / Military -  U.S. Air Force,Boeing KC-135A / Boeing KC-135A,16.0,16.0,0.0,military,8,1963
1963-09-04,"Durrenasch, Aargau, Switzerland",Swissair,Sud-Aviation Caravelle III,80.0,80.0,0.0,other,9,1963
1963-09-11,"Perpignan, France",Air Nautic,Vickers Viking 1B,40.0,40.0,0.0,commercial,9,1963
1963-09-11,"Near Patti, India",Indian Airlines,Vickers Viscount 768D,18.0,18.0,0.0,commercial,9,1963
1963-09-22,"Off Dover, Deleware",Military - U.S. Air Force,Douglas C-133A,10.0,10.0,0.0,military,9,1963
1963-10-09,"Near Marseilles, France",Aeronaves de Panama,Douglas C-74,6.0,6.0,0.0,other,10,1963
1963-10-14,"Jamaica, New York",New York Airways,Boeing Vetrol 107 II helicopter,6.0,6.0,0.0,commercial,10,1963
1963-10-18,"Near Aswan, Egypt",Military - Soviet Air Force,Antonov AN-12,31.0,31.0,0.0,military,10,1963
1963-10-20,"Hayes Island, Russia",Aeroflot,Ilyushin IL-14,5.0,5.0,0.0,other,10,1963
1963-10-22,"Near Tisbury, England",British Aircraft Corporation,BAC One-Eleven 200AB,7.0,7.0,0.0,other,10,1963
1963-11-08,"Mariehamn, Aaland Island, Finland",Finnair,Douglas DC-3,24.0,22.0,0.0,other,11,1963
1963-11-29,"Ste. Therese de Blainville, Canada",Trans Canada Air Lines,McDonnell Douglas DC-8F-54F,118.0,118.0,0.0,commercial,11,1963
1963-12-07,"Near Nederland, Colorado",Zantop Air Transport,Curtis C-46A-20-CU,3.0,3.0,0.0,commercial,12,1963
1963-12-08,"Elkton, Maryland",Pan American World Airways,Boeing B-707-121,81.0,81.0,0.0,commercial,12,1963
1963-12-12,"Gazni, Afghanistan",Trans Mediterranean Airways,Douglas C-54A,3.0,3.0,0.0,commercial,12,1963
1963-12-15,"Cairo, Egypt",Misrair,Vickers 634 Viking 1B,6.0,6.0,0.0,other,12,1963
1963-12-17,"Los Angeles, California",Western Airlines,Douglas DC-6B,46.0,0.0,0.0,commercial,12,1963
1964-01-09,"Zarate, Argentina",Aerolineas Litoral Argentina,Douglas DC-3,30.0,28.0,0.0,other,1,1964
1964-01-22,"Prescott, Arizona",Commercial Air Taxi,Piper PA-23,2.0,2.0,0.0,commercial,1,1964
1964-02-03,"Near Ankara, Turkey",Turkish Airlines (THY),Douglas C-47A,3.0,3.0,0.0,commercial,2,1964
1964-02-03,"Gainsville, Florida",South Central Airlines,Beech D18S,10.0,10.0,0.0,commercial,2,1964
1964-02-04,"Yacuiba, Bolivia",Lloyd Aéreo Boliviano,Douglas DC-3,29.0,2.0,0.0,other,2,1964
1964-02-08,"Freeport, Bahamas",Private air taxi,Piper PA-23,4.0,4.0,0.0,commercial,2,1964
1964-02-15,"Detroit, Michigan",Commercial Air Taxi,Piper Aero Commander 560E,4.0,4.0,0.0,commercial,2,1964
1964-02-18,"Banihal Pass, India",Military - Indian Air Force,Ilyushin IL-14,13.0,13.0,0.0,military,2,1964
1964-02-22,"Barrackpore, India",Military - Indian Air Force,Fairchild C-119,22.0,22.0,0.0,military,2,1964
1964-02-22,"Near Forsyth, Montana",Commercial Air Taxi,Beechcraft C35,2.0,2.0,0.0,commercial,2,1964
1964-02-27,"Oita, Japan",Fuji Airlines,Convair CV-240-0,42.0,20.0,0.0,commercial,2,1964
1964-02-29,"Near Innsbruck, Austria",British Eagle International Airlines,Bristol Britannia 312,83.0,83.0,0.0,commercial,2,1964
1964-03-01,"Near Zephyr Cove, Nevada",Paradise Airlines,Lockheed 049 Constellation,85.0,85.0,0.0,commercial,3,1964
1964-03-08,"Bogota, Colombia",Taxi Aereo de Santander,Douglas DC-3,28.0,28.0,0.0,other,3,1964
1964-03-08,Near Chicago Illinois,Snow Valley Ski Lines,Douglas DC-3,30.0,1.0,0.0,other,3,1964
